A1R	A2	A3	A4	A5	C1	C2	C3	C4R	C5R	E1R	E2R	E3	E4	E5	N1R	N2R	N3R	N4R	N5R	O1	O2R	O3	O4	O5R	gender	education	age	extraversion	plasticity
3	1	2	4	5	5	6	4	5	1	2	3	6	2	4	5	2	2	1	2	6	4	5	6	6	2		31	3.4	4.4
6		5	6	6	5	3	6	6	3	6	6	6	5	6	6	5	6	6	6	6	6	5	6	6	1	2	50	5.8	5.8
2	5	6	1	5	5	4	5	2	1	1	2	3	3	4	5	4	4	4	4	5	4	1	6	3	1	1	20	2.6	3.2
6	6	5	6	6	4	5	5	3	2	2	3	4	4	5	4	4	2	1	4	5	6	6	6	6	2	3	28	3.6	4.7
5	5	6	5	5	5	5	6	6	6	4	6	5	5	6	6	6	6	6	6	6	6	6	4	6	1	4	35	5.2	5.4
4	5	5	5	3	5	5	6	5	3	4	2	2	2	5	4	2	3	4	5	4	5	4	5	5	2	3	20	3	3.8
5	4	5	5	5	6	5	4	5	3	4	6	6	5	6	5	5	6	5	4	6	5	6	5	6	2	4	36	5.4	5.5
2	5	6	6	5	6	6	6	2	3	1	2	6	6	5	1	1	2	3	1	5	1	5	6	2	2		27	4	3.9
4	4	5	5	3	6	6	2	2	2	2	1	2	1	5	6	6	6	2	5	5	5	5	6	6	1	4	28	2.2	3.8
5	4	4	6	3	4	5	2	4	1	3	3	3	3	2	5	5	5	2	4	2	2	4	3	2	2	2	40	2.8	2.7
3	2	2	4	3	6	5	5	4	4	4	3	2	1	4	5	5	3	4	5	2	3	4	4	3	2	3	20	2.8	3
5	5	5	2	4	5	3	5	2	2	1	1	1	1	2	5	4	5	3	5	4	5	2	6	4	1	3	23	1.2	2.7
5	4	3	1	5	6	5	5	6	3	5	1	5	5	5	5	3	1	2	6	6	6	5	6	6	2	3	18	4.2	5
1	6	3	6	6	4	4	4	3	3	2	4	3	6	5	3	2		3	4	4	5	5	6	2	2	2	23	4	4.2
6	6	5	6	4	5	5	4	3	4		4	3	3	4	6	5	5	6	3	5	3	5	6	6	2	5	27		
4	5	4	4	5	4	4	3	5	1	6	5	2	5	5	5	5	3	5	6	6	5	4	5	6	2	3	22	4.6	4.9
4				3	3				4		4		3			4	4				4		3		2	3	17		
5	2	2	5	4	5	2	3	4	3	4	5	3	3	4	3	3	4	3	5	6	6	5	5	6	1	2	32	3.8	4.7
5	4	4	3	4	4	4	4	4	3	4	4	3	4	4	3	3	3	3	4	5	4	4	5	6	1	3	25	3.8	4.3
5	4	3	6	4	4	2	4	3	3	3	2	4	2	4	5	4	3	3	4	6	5	4	5	4	2	5	28	3	3.9
4	5	3	6	4	2	2	4	2	1	4	2	5	3	4	6	6	5		3	6	3	5	5	5	2	4	25	3.6	4.2
4	6	6	3	6	6	6	5	6	2	6	6	6	6	6	3	1	3	6	6	6	6	6	6	6	2	2	40	6	6
5	5	5	6	5	4	5	5	6	5	5	6	4	6	5	6	6	5	5	5	5	4	5	6	6	2	3	28	5.2	5.2
5	5	5	5	3	4	2	6	5	2	6	3	3	5	6	4	3	4	5	3	4	4	5	5	5	2	2	33	4.6	4.6
6	6	5	5	5	5	5	5	6	6	5	5	5	2	6	4	2	4	5	3	6	2	1	3	2	2	4	39	4.6	3.7
5	5	6	6	5	4	5	4	3	3	2	4	5	5	5	6	5	6	5	6	5	4	5	5	4	1	3	20	4.2	4.4
3	6	2	6	6	4	4	5	4	2	6	3	4	4	2	4	2	3	2	2	6	1	1	4	2	2		46	3.8	3.3
6	6	6	4	5	5	3	5	5	5	5	4	3	5	3	5	2	4	5	3	5	5	2	6	5	2	5	28	4	4.3
3	5	5	6	4	6	6	6	6	6	3	6	6	6	6	5	3	2	2	3	6	6	5	6	6	2	3	21	5.4	5.6
4	4	5	6	6	3	6	6	6	6	4	6	5	6	6	6	6	6	6	6	5	6	6	6	6	1	3	36	5.4	5.6
6	4	6	6	3	6	5	6	5	5	3	2	2	3	5	5	4	5	3	6	3	5	6	5	6	2	5	50	3	4
6	6	6	6		6	2	6	6	5	1	1	5	6	6	6	5	1	6	3	6	6	2	6	2	2	3	40	3.8	4.1
6	6	6	6	6	2	5	4	6	1	6	6	1	6	3	4	5	6	2	6	6	1	6	5	3	2	3	46	4.4	4.3
6	6	6	6	6	5	6	5	6	6	6	6	5	6	2	6	5	3	3	6	6	2	6	6	6	2	3	11	5	5.1
6	6	6	6	6	6	4	5	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	2	3	38	6	5.9
3	5	3	6	3	3	2	4		3	3	3	4	5	2	6	6	5	5	6	6	3	5	5	5	2	3	22	3.4	4.1
2	5	5	5	5	5	6	5	2		2	3	6	5	6	2	1	2	3	2		1	5	5	1	1	1	16	4.4	
2	3	4	4	4	4	1	3	4	3	1	1	1	1	1	5	3	4	3	4	6	6	3	5	5	2		15	1	3
1	5	4	6	6	6	6	5	4	6	3	3	5	6	6	4	6	5	6	5	5	2	4	3	4	1	2	19	4.6	4.1
3	4	4	4	4	4	3	3	3	2	3	3	4	3	4	3	3	3	3	3	4	3	4		4	2	1	20	3.4	
6	5	4	5	4	2	3	3	6	1	4	4	2	2	5	4	5	4	2	4	3	4	4	6	5	2	5	29	3.4	3.9
5	6	4	6	5	4	5	5	5	5	3	5	6	6	3	5	5	2	3	4	5	3	3	6	4	2	3	25	4.6	4.4
4	6	5	3	5	3	3	5	2	3	2	1	2	4	4	1	1	3	2	1	4	3	3	5	3	1	3	25	2.6	3.1
5	5	4	3	4	4	4	4	4	4	2	2	3	4	4	2	2	2	3	2	3	4	4	5	5	1	3	25	3	3.6
6	5	5	2	3	3	4	3	4	3	3	3	5	3	6	1	1	2	1	1	5	6	6	6	6	2	3	21	4	4.9
4	4	1	6	4	2	1	6	5	1	1	1	1	1	3	5	3	6	1	6	6	6	1	6	6	2	3	19	1.4	3.2
6	6	5	6	5	5	1	4	4	3	4	5	1	4	1	6	5	5	3	3	4	2	3	2	5	2	3	40	3	3.1
5	5	6	5	6	5	5	6		5	5	5	6	6	5	6	6	6	6	6	6	6	4	6	5	1	3	19	5.4	5.4
6	6	6	6	6	6	5	5	6	6	4	5	5	5	6	5	5	6	6	6	6	6	5	6	3	2	4	38	5	5.1
3	6	6	6	6	2	2	3	2	1	6	5	6	6	5		1	1	3	1	6	1	5	6	6	2	3	22	5.6	5.2
5	5	5	6	6	4	4	4	2	4	6	2	4	6	3	5	4	3	4	1	3	3	4	5	3	2	4	43	4.2	3.9
3	5	4	1	4	4	5	6	5	5	6	6	4	6	6	5	3	2	6	6	5	1	4	6	5	2	4	36	5.6	4.9
6	3	4	4	4	4	1	5	4	5	1	5	1	5	3	6	6	6	6	3	5	2	4	6	5	2	2	86	3	3.7
5	6	5	3	4	2	3	6	2	2	6	4	4	6	5	4	3	2	6	3	4	4	4	6	4	2	4	24	5	4.7
3	3	2	1	4	6	6	6	6	5	4	3	2	4	3	5	2	3	3	5	6	5	6	6	6	2	1	17	3.2	4.5
6	4	5	6	5	5	5	4	6	5	5	3	4	6	6	5	3	5	5	5	5	6	4	5	4	2	4	33	4.8	4.8
2	4	1	4	2	6	5	6	6	3	1	1	1	1	5	5	3	6	2	6	6	6	4	6	6	2	5	26	1.8	3.7
5	5	6	5	5	2	5	5	4	2	2	5	2	5	5	3	2	2		2	5	6	3	5	4	2	1	24	3.8	4.2
6	5	6	5	6	4	4	2	5	2	6	6	5	6	6	6	6	6	5	3	4	5	5		5	2	4	21	5.8	
6	1	1	1	5	6	6	6	6	5	5	3	5	5	6	6	5	1	3	1	6	5	6	6	2	2	1	18	4.8	4.9
5	5	5	4	5	4	2	2	2	2	5	5	5	4	5	3	3	3	4	5	5	5	6	6	6	2	4	50	4.8	5.2
3	4	2	2	3	5	3	5	4	2	3	3	2	4		5	3	2	2	6	6	6	6	6	6	1	3	20		
6	6	4	6	5	5	1	2	2	2	5	5	4	6	5	6	6	5	3	2	2	6	5	5	5	2	4	59	5	4.8
6	4	2	1	5	2	1	1	3	3	4	3	4	5	3	5	5	4	3	4	6	6	3	6	5	2	3	19	3.8	4.5
5	5	3	5	5	5	5	5	4	4	5	5	4	5	5	5	5	5	5	5	5	4	4	2	5	2	3	20	4.8	4.4
4	4	4	3	4	5	5	3	3	2	3	4	3	3	4	4	3	5	6	5	6	3	5	5	4	1	3	19	3.4	4
6		6	5	6	3	5	4	5	5	6	6	6	6	5	5	5	5	6	3	5	5	6	6	6	2	3	19	5.8	5.7
3	5	5	5	5	5	5	4	2	1	5	3	5	6	5	3	3	3	2	1	6	3	5	6	5	1	2	20	4.8	4.9
4	4	4	6	4	4	6	4	5	3	4	4	3	4	4	3	2	3	4	3	5	5	4	3	4	2	5	24	3.8	4
4	5	5	5	5	5	5	4	5	3	1	3	4	5	4	5	4	6	6	5	5	6	5	4	4	1	3	18	3.4	4.1
5	5	6	6	5	4	4	4	5	5	3	4	5	5	2	5	4	4	5	4	5	5	6	6	2	2		15	3.8	4.3
3	5	5	3	5	5	4	4	4	5	6	6	5	6	5	5	5	3	3	5	5	5	4	5	5	2	2	44	5.6	5.2
5	6	6	6	6	5	5	4	6	3	6	6	5	6	5	3	3	3	3	3	6	5	5	6	5	2	3	32	5.6	5.5
6	5	5	6	4	5	5	5	4	4	1	3	5	4	5	4	4	5	6	5	6	3	5	5	5	1	5	27	3.6	4.2
6	6	6	6	5	1	4	5	6	3	3	5	5	2	6	6		6	6	6	6	6	5	5	6	2	5	59	4.2	4.9
6	5	4	5	4	4	4	3	4	3	5	5	3	5	3	2	2	2	4	2	4	2	3	4	4	2	2	20	4.2	3.8
5	5	4	5	4	2	2	3	2	1	5	5	4	5	6	4	3	4	4	5	5	3	5	5	6	2	2	54	5	4.9
5	6	5	5	6	3	1	3	2	1	6	6	6	6	4	3	3	1	3	3	5	3	6	6	6	2	5	25	5.6	5.4
4	6	6	6	6	6	6	6	6	6	4	6	3	6	6	6	6	6	6	6	6	6	6	1	1	2	2	43	5	4.5
1	4	1	5	1	2	2	1	5	1	2	1	1	1	1	2	3	5	2	5	6	5	2	6	5	1	2	20	1.2	3
4	4	4	4	4	4	3	3	3	3	4	4	4	4	3	4	3	2	2	5	4	3	3	6	5	1	3	20	3.8	4
6	5	6	5	6	5	4	4	5	3	5	2	3	2	5	1	1	1	2	1	6	6	5	5	6	2	3	28	3.4	4.5
4	2	4	3	4	3	4	5	3	2	3	4	2	4	4	2	2	3	2	4	4	6	4	4	3	1	4	38	3.4	3.8
4	2	1	2	4	5	5	4	5	3	4	3	5	3	4	5	4	5	4	6	4	5	5	5	4	2	4	23	3.8	4.2
4	3	4	5	2	5	4	5	5	3	2	5	4	5	4	5	2	3	5	6	5	5	5	6	3	2	3	26	4	4.4
5	5	5	4	5	5	4	2	3	3	5	5	5	5	4	5	3	3	3	5	6	5	5	5	5	1	4	31	4.8	5
5	5	4	5	5	3	4	2	3	3	5	4	4	3	4	5	4	2	3	3	4	3	5	6	5	2	2	53	4	4.3
5	5	5	5	5	5	5	5	3	3	5	4	5	5	5	5	4	5	4	2	6	2	6	6	4	2	5	45	4.8	4.8
5	6	5	6	4	4	4	4	4	3	5	4	5	4	5	4	3	3	3	3	5	6	5	5	5	2	4	20	4.6	4.9
5	6	5	6	5	4	5	5	5	6	6	6	4	5	3	5	3	5	3	5	5	5	6	6	5	2	5	52	4.8	5.1
4	3	1	3	2	2	2	4	4	3	1	1	1	1	1	2	4	3	1	5	5	6	1	5	4	1	1	19	1	2.6
5	4	6	4	5	4	5	4	3	3	6	5	6	3	5	5	3	6	6	6	5	5	6	6	5	2	1	31	5	5.2
4	4	2	4	4	6	6	4	5	3	3	4	3	5	5	5	5	5	5	1	3	3	4	4	4	2	3	18	4	3.8
4	4	3	5	4	3	3	3	4	2	4	4	3	4	3	6	5	6	4	5	3	5	4	4	3	2	3	23	3.6	3.7
6	5	6	5	5	5	6	5	6	4	5	3	4	5	5	6	4	6	6	2	4	3	5	4	3	2	3	18	4.4	4.1
6	5	6	5	5	2	1	4	3	1	5	3	5	5	6	6	6	6	4	5	6	5	4	5	5	2	4	29	4.8	4.9
5	5	6	5	6	6	6	6	6	3	3	3	5	5	5	2	3	2	2	2	5	4	5	6	6	1	5	46	4.2	4.7
2	4	4	4	5	4	4	5	5	2	5	3	4	5	5	3	3	3	3	5	5	4	5	5	5	1	5	58	4.4	4.6
6	4	6	6	6	4	4	5	5	5	5	3	3	6	5	6	5	5	5	5	6	6	6	5	6	2	5	38	4.4	5.1
5	3	1	1	1	4	2	2	3	1	6	1	1	1	2	2	2	5	1	4	2	2	2	5	4	2	5	27	2.2	2.6
6	6	6	6	4	6	5	6	6	3	6	5	6	4	5	1	2	1	1	3	5	6	5	6	6	2	5	41	5.2	5.4
6	6	5	5	5	5	2	3	3	3	3	3	4	5	5	6	5	6	3	3	5	3	4	5	5	2	1	58	4	4.2
5	5	6	6	6	6	6	6	5	6	5	6	5	6	6	5	5	5	5	5	5	5	4	1	5	1	4	34	5.6	4.8
	5	4	6	4	4	5	5	5	5	2	1	2	1	1	1	1	1	1	4	1	6	1	6	5	2	3	20	1.4	2.6
5	4	3	6	6	6	4	2	5	3	5	6	6	5	6	6	5	6	6	6	6	6	6	5	6	2	5	33	5.6	5.7
3	2	4	4	4	3	4	5	6	6	2	5	4	5	5	3	5	5	5	4	6	5	3	5	3	1	3	19	4.2	4.3
5	5	4	4	5	5	4	4	4	2	4	3	4	3	6	3	3	3	4	3	5	4	3	5	5	2	3	18	4	4.2
1	5	6	5	6	1	1	1	1	1	1	6	6	3	1	1	1	1	1	1	6	6	6	2	5	2	3	20	3.4	4.2
5	5	5	6	4	4	3	3	4	2	5	5	6	5	5	2	2	2	3	5	6	6	5	6	5	2	3	27	5.2	5.4
5	5	5	6	6	5	5	5	6	5	5	5	4	6	6	5	5	4	4	6	5	6	5	4	4	2	3	20	5.2	5
3		5	6	6	4	4	5	5	4	6	6	6	5	6	6	4	4	5	5	6	4	6	5	4	2	3	31	5.8	5.4
3	2	2	2	4	1	1	2	1	1	5	1	2	2	2	2	2	5	2	1	6	5	6	6	5	1	5	32	2.4	4
5	5	5	6	5	2	4	5	2	5	2	2	4	3	2	6	5	5	2	2	4	6	2	5	6	2	5	32	2.6	3.6
5	5	5	4	6	5	5	6	6	3	3	5	5	5	3	6	6	5	3	3	6	5	5	5	5	1	2	45	4.2	4.7
5	5	3	2	3	2	3	5	2	2	3	2	2	3	4	2	2	3	3	3	5	3	3	6	4	2		17	2.8	3.5
3	4	3	5	5	4	4	4	3	1	3	3		3	6	3	4	3	3	3	5	2		6	5	1	5	39		
5	5	6	3	5	5	3	2	3	3	6	5	5	5	5	3	3	5	4	5	6	4	4	5	5	1	1	35	5.2	5
6	6	6	6	5	5	4	5	5	5	2	3	4	5	5	5	4	2	3	6	6	4	5	6	5	2	5	26	3.8	4.5
5	4	4	2	2	4	2	2	3	1	5	5	4	3	5	2		3	5	3	6	2	3	4	3	1	5	29	4.4	4
6	6	6	6	6	4	4	4	5	2	2	5	6	5	6	5	5	5	5	1	3	4	4	6	6	2	3	28	4.8	4.7
5	6	6	6	6	1	5	5	6	6	6	6	5	6	6	4	5	4	6	4	6	4	4	5	3	2	3	26	5.8	5.1
5	5	5	6	4	3	2	4	2	3	5	4	4	5	4	5	5	5	2	4	6	4	4	2	5	2	3	26	4.4	4.3
5	5	3	2	2	4	2	5	2	2	1	1	4	1	2	2	2	3	1	2	4	2	2	5	3	2		12	1.8	2.5
5	5	5	5	5		5	5	6	6	3	2	5	5	5	5	4	6	5	5	6	6	6	6	6	2	2	21	4	5
3	5	3	5	4	3	4	5	4	4	2	2	2	4	4	2	3	3	4	3	5	5	4	6	5	1	5	30	2.8	3.9
5	6	5	5	4	5	4	5	6	5	4	5	4	5	4	6	5	6	5	6	4	4	4	5	5	1	2	43	4.4	4.4
5	5	3	5	2	2	4	2	2	2	6	3	4	4	6	2	2	2	1	1	6	1	5	6	3	1	2	38	4.6	4.4
5	6	6	4	2	6	5	5	6	4	2	3	6	5	5	6	6	6	6	6	5	5	6	6	5	2	3	19	4.2	4.8
5	5	4	6	4	2	3	2	2	3	3	2	2	3	2	3	2	2	2	3	5	2	4	6	5	2	2	22	2.4	3.4
6	6	6	1	1	6	6	6	6	1	6	1	5	2	6	1	1	1	1	4	6	4	6	6	6	2	4	34	4	4.8
6	5	3	4	4	3	2	4	3	2	1		2	4	2	4	3	3	1	3	5	4	4	5	5	1	3	20		
2	5	5	4	6	4	5	4	5	6	6	5	5	6	4	6	4	6	5	6	6	6	6	4	3	1	3	26	5.2	5.1
6	6	5	4	6	3	6	6	6	6	4	6	4	5	6	3	6	6	5	3	6	6	6	5	6	1	5	45	5	5.4
4	6	3	5	3	4		2	3	3	3	2	3	2	2	2	2	3	2	3	5	5	2	5	3	1	1	31	2.4	3.2
5	6	6	5	5	5	3	5	3	3	6	6	5	5	5	3	3	5	4	5	5	4	6	6	5	1	5	40	5.4	5.3
2	6	6	5	5	3	5	6	2	6	2	2	5	3	6	2	1	1	1	1	6	1	6	6		2	3	20	3.6	
5	5	2	4	2	6	1	6	6	5	2	6	2	1	5	2	2	5	3	3	6	6	4	6	6	1	2	61	3.2	4.4
5	3	3	4	4	5	5	2	5	3	2	2	2	2	2	6	5	5	4	3		6	4	6	5	2	1	18	2	
5	6	6	5	5	5	5	5	6	3	6	5	3	6	2	6	6	5	5	5	4	4	6	6	6	2	3	49	4.4	4.8
2	5	3	6	6	6	6	5	5	1	3	4	5	5	6	4	3	3	3	4	6	4	6	6	5	1	4	38	4.6	5
4	3	4	2	2	5	5	4	5	5	2	2	4	2	3	4	3	3	3	3	5	5	3	4	2	2		16	2.6	3.2
4	6	4	6	5	4	6		6	6	5	5	4	4	5	5	3	6	5	3	5	6	4	4	4	2	3	27	4.6	4.6
6	6	6	6	6	5	5	6	5	4	5	6	5	6	6	5	5	3	4	5	5	4	5	4	4	2	4	38	5.6	5
5	6	6	6	6	5	4	5	5	5	3	6	5	5	4	6	5	5	6	6	6	6	5	5	4	2	1	28	4.6	4.9
5	4	4	5	4	5	6	5	6	6	6	6	6	6	6	6	5	6	6	5	6	3	5	4	6	1	3	20	6	5.4
5	6	6	6	6		6	5	6	6	1	3	5	4	6	6	6	6	6	5		3	5	5	3	2	5	43	3.8	
5	4	4	4	3	5	5	4	5	1	2	2	3	3	3	4	4	3	2	2	3	5	3	5	4	2	5	29	2.6	3.3
3	5	5	6	4	4	5	4	4	1	4	1	3	3	4	1	1	1	1	1	6	6	3	6	6	2	1	19	3	4.2
5	4	3	3	3	4	2	3	5	4	4	3	4	6	3		6	4	4	4	2	5	4	5	5	1	3	39	4	4.1
5	5	6	4	6	4	3	4	4	6	5	3	5	5	5	6	6	6	6	5	6	3	5	6	6	1	2	19	4.6	4.9
5	4	5	4	6	5	5	6	5	5	4	3	4	5	4	6	4	3	3	3	5	3	4	5	5	1	3	18	4	4.2
2	4	3	2	3	4	6	6	2	3	6	6	4	6	6	3	1	5	6	3	4	1	4	5	3	2	3	18	5.6	4.5
5	4	4	3	5	5	3	4	4	3	6	5	5	6	5	6	6	6	6	5	5	4	4	4		2	5	38	5.4	
5	4	5	6	4	4	5	5	2	5	5	5	5	5	2	4	4	5	5	5	4	5	4	3	3	2	4	34	4.4	4.1
6	6	6	6	6	6	5	4	6	2	5	6	4	6	4	6	4	4	6	6	5	5	6	6	6	2	4	45	5	5.3
3	6	5	5	3	5	5	5	5	4	6	5	2	3	6	6	3	6	4	5	5	5	5	5	6	2		17	4.4	4.8
4	3	3	4	4	3	4	4	4	3	3	5	4	3	3	6	5	5	3	4	4	3	4	4	4	1	3	18	3.6	3.7
2	5	2	4	4	5	6	4	5	4	5	5	2	5	3	3	3	2	3	1	3	2	3	5	5	2	3	37	4	3.8
3	4	4	1	5	6	5	3	4	6	4	4	4	6	5	4	6	5	6	6	5	3	4	3	5	2	3	24	4.6	4.3
2	5	4	5	5	5	5	5	4	3	3	4	3	6	6	5	3	6	5	5	4	2	4	5	3	1	3	29	4.4	4
6	5	5	5	5	5	4	5	5	4	6	6	5	6	3	3	3	5	3	5	5	4	5	5	6	2	5	60	5.2	5.1
6	6	6	6	6	6	6	6	6	6	6	3	6	4	3	1	1	1	1	1	6	6	6	6	6	2	3	25	4.4	5.2
4	5	2	1	5	6	2	4	6	6	5	5	4	2	6	6	6	5	6	6	6	6	5	6	6	2	2	32	4.4	5.1
4	6	4	6	4	1	6	6	6	6	5	3	2	5	4	6	6	6	6	6	4	3	4	5	3	1	1	21	3.8	3.8
6	6	6	5	6	4	5	4	2	2	4	5	6	5	4	4	3	4	1	3	6	6	6	6	1	1	2	26	4.8	4.9
5	5	5	4	6	4	6	5	5	3	1	3	4	5	5	5	5	5	3	3	5	3	4	4	3	2	5	43	3.6	3.7
6	5	5	6	5	3	4	5	3	3	5	3	5	5	4	3	2	3	3	5	4	1	4	6	4	2	4	25	4.4	4.1
5	5	5	3	5	3	4	5	3	2	4	3	4	4	4	2	1	2	3	2	5	4	5	5	5	1	4	25	3.8	4.3
5	4	5	2	5	5	3	5	5	4	5	5	4	6	4	6	5	6	4	5	4	5	5	5	4	2	3	20	4.8	4.7
5	6	6	5	6	6	5	5	6	6	6	6		6	6	6	3	6	6	6	6	5	6	6	5	1	3	19		
6	5	6	4	5	4	3	4	4	4	6	4	5	5	4	5	4	4	5	5	6	5	5	6	5	2	5	28	4.8	5.1
2	4	3	3	4	6	3	6	6	5	3	6	4	3	6	5	4	5	2	6	6	6	6	6	5	1	3	23	4.4	5.1
5	4	6	5	5	5	4	5	4	3	5	5	5	5	6	4	5	3	5	6	6	5	3	5	3	2	4	23	5.2	4.8
6	5	6	6	4	4	4	3	5	2	4	4	5	4	4	2	2	1	2	2	5	5	5	6	5	2	1	17	4.2	4.7
5	6	5	4	5	6	5	6	6	4	5	4	6	6	6	3	4	5	5	4	5	4	4	5	3	2	3	19	5.4	4.8
3	6	1	6	6	1	1	6	1	1	3	1	4	1	1	3	4	1	2	1	1	1	2	6	5	2	1	20	2	2.5
5	5	5	5	5	4	4	5	3	4	3	3	4	5	5	4	5	5	5	5	5	5	4	5	3	1	5	60	4	4.2
5	6	5	5	4	4	5	4	2	2	2	2	3	2	1	2	2	1	1	5	4	5	2	6	4	1	4	40	2	3.1
4	5	4	4	4	5	5	5	6	5	6	5	3	5	4	5	5	6	6	5	5	4	3	5	4	2	3	19	4.6	4.4
5	4	5	5	4	4	4	4	4	2	6	5	4	4	3	4	3	3	5	1	4	2	4	1	6	2	3	18	4.4	3.9
1	6	5	5	4	5	5	4	6	5	2	1	1	4	1	6	3	6	6	6	5	6	5	1	2	2	1	21	1.8	2.8
6	5	5	6	5	4	4	4	3	3	3	3	4	5	4	5	5	5	4	4	3	5	4	5	6	2	3	49	3.8	4.2
5	6	4	2	4	4	6	5	5	6	5	2	3	2	5	2	1	3	2	2	3	5	5	5	5	2	1	24	3.4	4
4	5	5	4	5	6	5	5	5	5	3	6	4	6	5	5	5	5	5	5	4	5	1	4	3	1	3	20	4.8	4.1
5	5	5	5	5	5	4	2	5	3	4	3	5	6	3	4	3	5	5	5	5	4	3	4	5	2	3	20	4.2	4.2
4	5	5	2	4	5	5	4	4	1	5	3	3	5	3	3	2	3	4	3	4	6	4	5	5	2	5	28	3.8	4.3
3	4	5	6		4	5	3	5	5	3	5	5	5	5	4	3	1	3	4	4	5	4	5	3	2	3	24	4.6	4.4
3	5		5	5	5	5	5	2	3	2	3	5	4	5	3	3	3	3		5	3	5	6	2	1	5	36	3.8	4
3	4	4	5	5	5	3	3	4	4	6	5	5	5	5	5		5	5	5	4	2	5	2	4	2	3	20	5.2	4.3
4	2	3	5	4	5	5	5	5	5	3	2	2	1	2	6	6	5	2	2	3	5	3	5	5	1	3	28	2	3.1
5	4	4	3	5	3	3	3	2	2	3	3	2	1	2	6	3	3	4	5	4	4	1	4	4	1	4	29	2.2	2.8
4	4	4	4	5	5	3	4	4	4	5	5	3	6	4	5	4	5	4	5	4	4	4	5	4	1	3	22	4.6	4.4
2	5	5	5	5	3	2	4	3	1	5	5	2	5	4	2	1	2	1	6	5	5	4	6	3	1	2	26	4.2	4.4
5	2	2	3	2	4	2	4	3	1	1	1	1	1	3	5	2	2	1	5	5	5	5	6	6	1	2	20	1.4	3.4
5	5	4	6	4	5	5	5	5	2	3	1	4	6	6	3	1	5	1	4	6	6	5	1	2	2		15	4	4
5	2	4	1	3	1	1	1	1	1	4	3	5	3	2	2	2	1	1	3	6	2	4	6	1	1	3	18	3.4	3.6
5	5	4	5	4	5	3	4	3	1	4	3	4	3	2	5	5	2	3	5	6	4	5	6	5	1	5	38	3.2	4.2
6	6	6	6	5	5	4	4	5	5	5	6	5	6	5	5	5	5	3	5	4	5	4	4	4	2	3	19	5.4	4.8
6	6	6	6	1	3	6	6	6	6	1	1	2	1	6	5	2	3	1	6	6	2	1	6	2	2	3	23	2.2	2.8
4	4	5	2	5	5	2	5	5	6	4	5	4	4	5	5	5	6	6	6	5	5	6	5	6	1	4	32	4.4	4.9
6	1	6	6	5	6	5	5	6	5	5	3	5	5	5	5	5	6	6	6	5	5	5	5	6	2	3	36	4.6	4.9
5	6	6	3	6		5	2	4	1	3	2	6	4	5	3	2	3	2	5	6	4	5	5	5	1	3	19	4	4.5
3	3	1	6	3	3	4	2	5	5	1	2	3	1	6	6	5	3	5	6	6	6	6	5	6	1	4	37	2.6	4.2
5	1	1	2	4	2	2	4	4	2	1	1	1	1	2	3	3	4	3	3	2	2	1	4	3	1	3	23	1.2	1.8
6	6	6	6	6	4	3	4	5	3	6	2	4	3	5	6	5	4	3	6	4	6	4	4	4	2	3	22	4	4.2
5	4	4	5	5	6	4	4	5	4	3	4	4	5	4	5	4	3	4	4	4	5	3	4	4	2	4	33	4	4
6	5	5	6	5	6	6	5	6	5	5	3	5	5	5	6	5	4	5	5	4	6	6	6	6	2	3	20	4.6	5.1
2	4	4	5	4	6	6	6	6	6	5	5	4	5	6	2	2	2	3	2	6	6	5	5	6	1	2	43	5	5.3
6	6	5	6	5	5	4	4	5	3	2	4	4	5	5	4	4	5	5	4	5	4	5	5	5	2	3	21	4	4.4
2	6	5	6	6	5	6	5	6	6	6	6	6	6	6	3	3	6	6	6	5	6	5	4	6	2	3	34	6	5.6
4	4	4	5	5	6	4	5	6	4	6	4	3	6	5	4	3	3	2	2	5	4	2	6	6	1	3	25	4.8	4.7
3	4	4	4	3	5	4	4	5	3	4	6	4	5	4	4	3	5	3	6	5	3	5	6	6	1	3	30	4.6	4.8
4	5	5	5	5	5	1	5	5	3	4	4	2	4	6	5	5	3	5	6	5	4	5	6	5	2	4	57	4	4.5
4	4	3	6	6	5	4	3	3	4	4	4	4	6	4		4	5	6	4	5	1	4		3	2	3	25	4.4	
6	6	6	6	6	3	3	2	5	6	5	3	4	5	5	6	2	6	3	5	4	5	3	4	4	2	3	24	4.4	4.2
5	4	5	2	6	5	5	5	5	3	5	5	6	6	5	5	5	5	5	6	6	6	6	6	6	1	3	23	5.4	5.7
3	6	6	6	6	6	5	2	6	3	3	6	6	6	4	6	6	6	5	6	5	2	4	6	3	1	2	31	5	4.5
5	5	5	6	5	5	5	5	6	5	5	5	5	5	1	5	5	5	6	6	6	5	5	4	6	1	4	50	4.2	4.7
4	3	3	5	5	5	5	5	5	4	2	5	3	5	4	4	2	5	3	3	4	5	4	6	5	1	1	18	3.8	4.3
4	4	5	6	4	3	1	3	3	2	5	3	4	6	5	4	3	5	6	4	4	1	3	6	4	1	3	23	4.6	4.1
5	3	3	5	5	4	2	4	5	4	3	2	4	3	2	2	3	4	5	3	4	5	4	6	4	2	3	27	2.8	3.7
5	5	5	6	5	5	5	5	6	5	3	5	5	6	5	6	6	6	6	6	6	3	4	4	5	1	3	21	4.8	4.6
